sentence,cryptocurrency,span_start,span_stop
This NANOX my sentence that contains a cryptocurrency.,project-x,5,10
Theresa May Coin is my sentence that contains a cryptocurrency.,theresa-may-coin,0,16
MAY is my sentence that contains a cryptocurrency.,theresa-may-coin,0,3
This is my Sumokoin that contains a cryptocurrency.,sumokoin,11,19
This is my SUMO that contains a cryptocurrency.,sumokoin,11,15
This is my sentence that ZenGold a cryptocurrency.,zengold,25,32
This is my sentence that ZENGOLD a cryptocurrency.,zengold,25,32
This is my sentence Basic Attention Token contains a cryptocurrency.,basic-attention-token,20,41
This is my sentence BAT contains a cryptocurrency.,basic-attention-token,20,23
ZenCash is my sentence that contains a cryptocurrency.,zencash,0,7
ZEN is my sentence that contains a cryptocurrency.,zencash,0,3
This is my sentence that contains Ethbits cryptocurrency.,ethbits,34,41
This is my sentence that contains ETBS cryptocurrency.,ethbits,34,38
This is my Aeternity that contains a cryptocurrency.,aeternity,11,20
This is my AE that contains a cryptocurrency.,aeternity,11,13
This Version my sentence that contains a cryptocurrency.,version,5,12
This V my sentence that contains a cryptocurrency.,version,5,6
This is my sentence that contains Metaverse ETP cryptocurrency.,metaverse,34,47
This is my sentence that contains ETP cryptocurrency.,metaverse,34,37
This is my sentence that eBoost a cryptocurrency.,eboostcoin,25,31
This is my sentence that EBST a cryptocurrency.,eboostcoin,25,29
This is my sentence Aidos Kuneen contains a cryptocurrency.,aidos-kuneen,20,32
This is my sentence ADK contains a cryptocurrency.,aidos-kuneen,20,23
This is my sentence that contains a STEX,stex,36,40
This is my sentence that contains a STEX,stex,36,40
This is my sentence that contains a Patientory,patientory,36,46
This is my sentence that contains a PTOY,patientory,36,40
This Quantum my sentence that contains a cryptocurrency.,quantum,5,12
This QAU my sentence that contains a cryptocurrency.,quantum,5,8
Veritaseum is my sentence that contains a cryptocurrency.,veritaseum,0,10
VERI is my sentence that contains a cryptocurrency.,veritaseum,0,4
This is my sentence that Electra a cryptocurrency.,electra,25,32
This is my sentence that ECA a cryptocurrency.,electra,25,28
This is my sentence that contains a Quantum Resistant Ledger,quantum-resistant-ledger,36,60
This is my sentence that contains a QRL,quantum-resistant-ledger,36,39
This is my EncryptoTel [WAVES] that contains a cryptocurrency.,encryptotel,11,30
This is my ETT that contains a cryptocurrency.,encryptotel,11,14
This is my sentence that contains MobileGo cryptocurrency.,mobilego,34,42
This is my sentence that contains MGO cryptocurrency.,mobilego,34,37
This is my sentence that contains Ammo Reloaded cryptocurrency.,ammo-reloaded,34,47
This is my sentence that contains AMMO cryptocurrency.,ammo-reloaded,34,38
This Neuro my sentence that contains a cryptocurrency.,neuro,5,10
This NRO my sentence that contains a cryptocurrency.,neuro,5,8
Peerplays is my sentence that contains a cryptocurrency.,peerplays-ppy,0,9
PPY is my sentence that contains a cryptocurrency.,peerplays-ppy,0,3
This IOTA my sentence that contains a cryptocurrency.,iota,5,9
This MIOTA my sentence that contains a cryptocurrency.,iota,5,10
This is Mysterium sentence that contains a cryptocurrency.,mysterium,8,17
This is MYST sentence that contains a cryptocurrency.,mysterium,8,12
This is my sentence that contains a More Coin,more-coin,36,45
This is my sentence that contains a MORE,more-coin,36,40
This is my sentence that SONM a cryptocurrency.,sonm,25,29
This is my sentence that SNM a cryptocurrency.,sonm,25,28
This is my sentence that contains a Linx,linx,36,40
This is my sentence that contains a LINX,linx,36,40
ZrCoin is my sentence that contains a cryptocurrency.,zrcoin,0,6
ZRC is my sentence that contains a cryptocurrency.,zrcoin,0,3
This Bancor my sentence that contains a cryptocurrency.,bancor,5,11
This BNT my sentence that contains a cryptocurrency.,bancor,5,8
This Cheapcoin my sentence that contains a cryptocurrency.,cheapcoin,5,14
This CHEAP my sentence that contains a cryptocurrency.,cheapcoin,5,10
This is my sentence Cofound.it contains a cryptocurrency.,cofound-it,20,30
This is my sentence CFI contains a cryptocurrency.,cofound-it,20,23
This is my sentence that contains GlobalToken cryptocurrency.,globaltoken,34,45
This is my sentence that contains GLT cryptocurrency.,globaltoken,34,37
Numeraire is my sentence that contains a cryptocurrency.,numeraire,0,9
NMR is my sentence that contains a cryptocurrency.,numeraire,0,3
This is Octanox sentence that contains a cryptocurrency.,octanox,8,15
This is OTX sentence that contains a cryptocurrency.,octanox,8,11
This is my sentence that Unify a cryptocurrency.,unify,25,30
This is my sentence that UNIFY a cryptocurrency.,unify,25,30
This is my sentence that contains a Elastic,elastic,36,43
This is my sentence that contains a XEL,elastic,36,39
This is my sentence that contains a Coupecoin,coupecoin,36,45
This is my sentence that contains a COUPE,coupecoin,36,41
This is my sentence Miners' Reward Token contains a cryptocurrency.,miners-reward-token,20,40
This is my sentence MRT contains a cryptocurrency.,miners-reward-token,20,23
This Bitok my sentence that contains a cryptocurrency.,bitok,5,10
This BITOK my sentence that contains a cryptocurrency.,bitok,5,10
This is my sentence that contains a Huncoin,huncoin,36,43
This is my sentence that contains a HNC,huncoin,36,39
This KingN Coin my sentence that contains a cryptocurrency.,kingn-coin,5,15
This KNC my sentence that contains a cryptocurrency.,kingn-coin,5,8
This is my sentence that contains a Dinastycoin,dinastycoin,36,47
This is my sentence that contains a DCY,dinastycoin,36,39
This is Leviar sentence that contains a cryptocurrency.,leviar,8,14
This is XLC sentence that contains a cryptocurrency.,leviar,8,11
This is my sentence that Onix a cryptocurrency.,onix,25,29
This is my sentence that ONX a cryptocurrency.,onix,25,28
This is my sentence that contains a Bitcoin Planet,bitcoin-planet,36,50
This is my sentence that contains a BTPL,bitcoin-planet,36,40
This GXChain my sentence that contains a cryptocurrency.,gxchain,5,12
This GXS my sentence that contains a cryptocurrency.,gxchain,5,8
This is my sentence Goodomy contains a cryptocurrency.,goodomy,20,27
This is my sentence GOOD contains a cryptocurrency.,goodomy,20,24
This is my sentence that contains a Antimatter,antimatter,36,46
This is my sentence that contains a ANTX,antimatter,36,40
This is my sentence Bitradio contains a cryptocurrency.,bitradio,20,28
This is my sentence BRO contains a cryptocurrency.,bitradio,20,23
This is Flash sentence that contains a cryptocurrency.,flash,8,13
This is FLASH sentence that contains a cryptocurrency.,flash,8,13
This is my sentence FunFair contains a cryptocurrency.,funfair,20,27
This is my sentence FUN contains a cryptocurrency.,funfair,20,23
This is my sentence TenX contains a cryptocurrency.,tenx,20,24
This is my sentence PAY contains a cryptocurrency.,tenx,20,23
Status is my sentence that contains a cryptocurrency.,status,0,6
SNT is my sentence that contains a cryptocurrency.,status,0,3
This is my sentence that contains a ChanCoin,chancoin,36,44
This is my sentence that contains a CHAN,chancoin,36,40
This Ergo my sentence that contains a cryptocurrency.,ergo,5,9
This EFYT my sentence that contains a cryptocurrency.,ergo,5,9
This is my sentence BriaCoin contains a cryptocurrency.,briacoin,20,28
This is my sentence BRIA contains a cryptocurrency.,briacoin,20,24
This is my EOS that contains a cryptocurrency.,eos,11,14
This is my EOS that contains a cryptocurrency.,eos,11,14
This is my sentence that TurboCoin a cryptocurrency.,turbocoin,25,34
This is my sentence that TURBO a cryptocurrency.,turbocoin,25,30
This is my AdEx that contains a cryptocurrency.,adx-net,11,15
This is my ADX that contains a cryptocurrency.,adx-net,11,14
Denarius is my sentence that contains a cryptocurrency.,denarius-dnr,0,8
DNR is my sentence that contains a cryptocurrency.,denarius-dnr,0,3
This is my sentence that DAO.Casino a cryptocurrency.,dao-casino,25,35
This is my sentence that BET a cryptocurrency.,dao-casino,25,28
Storj is my sentence that contains a cryptocurrency.,storj,0,5
STORJ is my sentence that contains a cryptocurrency.,storj,0,5
This is my sentence BnrtxCoin contains a cryptocurrency.,bnrtxcoin,20,29
This is my sentence BNX contains a cryptocurrency.,bnrtxcoin,20,23
SocialCoin is my sentence that contains a cryptocurrency.,socialcoin-socc,0,10
SOCC is my sentence that contains a cryptocurrency.,socialcoin-socc,0,4
This is my adToken that contains a cryptocurrency.,adtoken,11,18
This is my ADT that contains a cryptocurrency.,adtoken,11,14
This is my sentence that contains MCO cryptocurrency.,monaco,34,37
This is my sentence that contains MCO cryptocurrency.,monaco,34,37
This CryptoPing my sentence that contains a cryptocurrency.,cryptoping,5,15
This PING my sentence that contains a cryptocurrency.,cryptoping,5,9
This is my sentence Useless Ethereum Token contains a cryptocurrency.,useless-ethereum-token,20,42
This is my sentence UET contains a cryptocurrency.,useless-ethereum-token,20,23
This is my sentence that contains Wagerr cryptocurrency.,wagerr,34,40
This is my sentence that contains WGR cryptocurrency.,wagerr,34,37
This is my sentence that contains a Slevin,slevin,36,42
This is my sentence that contains a SLEVIN,slevin,36,42
Ecobit is my sentence that contains a cryptocurrency.,ecobit,0,6
ECOB is my sentence that contains a cryptocurrency.,ecobit,0,4
This UniversalRoyalCoin my sentence that contains a cryptocurrency.,universalroyalcoin,5,23
This UNRC my sentence that contains a cryptocurrency.,universalroyalcoin,5,9
Polybius is my sentence that contains a cryptocurrency.,polybius,0,8
PLBT is my sentence that contains a cryptocurrency.,polybius,0,4
This is Gas sentence that contains a cryptocurrency.,gas,8,11
This is GAS sentence that contains a cryptocurrency.,gas,8,11
SunContract is my sentence that contains a cryptocurrency.,suncontract,0,11
SNC is my sentence that contains a cryptocurrency.,suncontract,0,3
Jetcoin is my sentence that contains a cryptocurrency.,jetcoin,0,7
JET is my sentence that contains a cryptocurrency.,jetcoin,0,3
This is my sentence that contains Metal cryptocurrency.,metal,34,39
This is my sentence that contains MTL cryptocurrency.,metal,34,37
Populous is my sentence that contains a cryptocurrency.,populous,0,8
PPT is my sentence that contains a cryptocurrency.,populous,0,3
This is my sentence that contains WomenCoin cryptocurrency.,women,34,43
This is my sentence that contains WOMEN cryptocurrency.,women,34,39
This is Virta Unique Coin sentence that contains a cryptocurrency.,virta-unique-coin,8,25
This is VUC sentence that contains a cryptocurrency.,virta-unique-coin,8,11
This is my sentence that contains a Bitdeal,bitdeal,36,43
This is my sentence that contains a BDL,bitdeal,36,39
This is my Sphre AIR  that contains a cryptocurrency.,sphre-air,11,21
This is my XID that contains a cryptocurrency.,sphre-air,11,14
This DaxxCoin my sentence that contains a cryptocurrency.,daxxcoin,5,13
This DAXX my sentence that contains a cryptocurrency.,daxxcoin,5,9
This is my Rupee that contains a cryptocurrency.,rupee,11,16
This is my RUP that contains a cryptocurrency.,rupee,11,14
This is my sentence that Global Tour Coin a cryptocurrency.,global-tour-coin,25,41
This is my sentence that GTC a cryptocurrency.,global-tour-coin,25,28
This is my sentence that contains a PeepCoin,peepcoin,36,44
This is my sentence that contains a PCN,peepcoin,36,39
This is my sentence that Sovereign Hero a cryptocurrency.,sovereign-hero,25,39
This is my sentence that HERO a cryptocurrency.,sovereign-hero,25,29
This is my Santiment Network Token that contains a cryptocurrency.,santiment,11,34
This is my SAN that contains a cryptocurrency.,santiment,11,14
This OmiseGO my sentence that contains a cryptocurrency.,omisego,5,12
This OMG my sentence that contains a cryptocurrency.,omisego,5,8
This is my TerraNova that contains a cryptocurrency.,terranova,11,20
This is my TER that contains a cryptocurrency.,terranova,11,14
This is my CVCoin that contains a cryptocurrency.,cvcoin,11,17
This is my CVCOIN that contains a cryptocurrency.,cvcoin,11,17
This is my sentence that contains Nimiq Exchange Token cryptocurrency.,nimiq-exchange-token,34,54
This is my sentence that contains NET cryptocurrency.,nimiq-exchange-token,34,37
This is Rialto sentence that contains a cryptocurrency.,rialto,8,14
This is XRL sentence that contains a cryptocurrency.,rialto,8,11
This is Linda sentence that contains a cryptocurrency.,linda,8,13
This is LINDA sentence that contains a cryptocurrency.,linda,8,13
This is my sentence that contains Embers cryptocurrency.,embers,34,40
This is my sentence that contains MBRS cryptocurrency.,embers,34,38
This is my Civic that contains a cryptocurrency.,civic,11,16
This is my CVC that contains a cryptocurrency.,civic,11,14
This is my sentence Ethos contains a cryptocurrency.,ethos,20,25
This is my sentence ETHOS contains a cryptocurrency.,ethos,20,25
This is my sentence that contains a Bit20,bit20,36,41
This is my sentence that contains a BTWTY,bit20,36,41
